	label	text
339	1	外观啦，上班族的上下班小车，基本满足个人虚荣心，内饰方面做的也不错，买的时候选择的高配，就冲那个大屏幕还有全景天窗的。
340	0	噪音比较明显，尤其是中控传来发动机的噪音。而且13款减配了，原来全系标配esp的。
341	1	外观漂亮、个性、大气；配置丰富，性价比高，操控好，上手快！
342	0	目前还没有发现什么不满意的地方，购买前已经充分考虑了，能买就可以接受它的缺点。
343	1	性价比高！带定速巡航、无钥匙启动系统、无钥匙进入系统、自动灯光等方便省事，安全带未系提醒,esp车身稳定系统，上坡辅助功能等安全配置还是挺全面的。
344	0	提速不是那么顺畅，动力还是有点差
345	1	运动模式的爆发力很给力。后排空间大。车头好看，装逼无解。
346	0	我依然想吐槽一下那烦人的中控集成了所有的功能（特别指出发动机启停技术），多给几个物理按键能咋地？
347	0	转速1300--1700发抖啊
348	1	空间，油耗，舒适
349	0	无论如何都必须说一下这个排气，单出不说，不上3000专完全没有声音，人家3.40万的车还四出呢，其次就是顿挫感比较严重，一堵车简直要死，不过现在已经适应了算是凑合吧。
350	1	空间真的很大，以前开的铃木sx4真的是不能比的。
351	1	空间大，操控好，动力给力，售后服务态度好
352	1	性价比高，经济实用。
353	1	外形很帅气，三排空间也足够大，第二排和第三排离前排都有足够的空间，大大提高了舒适度，还有一个9.8寸的电容屏显示屏，很帅气，铝合金的轮毂，刹车是前碟后鼓，这完全能满足需求。
354	1	满意的地方多了，不论是外观，空间中控还是三大件，都是好几款车中对比出来的
355	1	外观大气，时尚年轻，非常适合20-30岁这一区间的年轻人；安全配置有esp，这个合资价位的车真是少之又少；厂家减免购置税和商业险，让本来没什么竞争优势的科沃兹极具性价比。
356	1	提车时担心动力不够，毕竟只是1.5t的，后来知道s50的涡轮增压1500转就介入，开起来也没有肉的感觉！隔音也很不错！
357	1	外形挺高端的.还省油.上坡的时候拉一吨多货物很轻松
358	1	操控和动力。虽然开过的车少，但是目前在市区跑油门和刹车都很给人以信心
359	0	洗车或者下雨后,拉手刹后轮会抱死,方向盘不正,向右斜8度左右,倒档不太好挂,挂不好会打齿
360	0	最不满意的就是发动机的呼噜声，去了好几次4s店，总是说没有问题，是通病，有强迫症的买车前一定要考虑清楚。
361	1	当然是油耗。行车420公里，均速36km/h，油耗5.5
362	0	动力没有多选性，车体太小，买过后，有点后悔，后期维修比较麻烦，经销商太少
363	1	车子比较轻，结构很紧凑。动力可以，有推背感。
364	0	暂时还没发现，有了再上报
365	0	感觉车子大灯不是很亮，纠结想换吧又怕烧线路，还又就是感觉车子提速又点慢，也能是新车吧感觉又点闷。
366	1	最满意的就是动力，2.0t的发动机，扭力和转速都是没有问题的，开车上路拉着一车人也是可以很轻松的超车呢
367	0	车子胎噪太大，佳通轮胎耐磨倒是很不错，可是胎噪也大，80以下也无所谓不影响正常交流。
368	0	车是15.7月产的据说是16款，感觉好多配置被减少了，自动大灯清洗没了，舒适版简配的也太简单了，影像雷达等等都没有。油耗室内稍微有点高，不过也还是能接受的
369	0	车内空间只能用狭小来形容，本人175cm-80kg，头部空间还好，但腿部空间就不行了，脚踩油门都没法正常踩，只能别着，时间长了脚踝会痛，长途的时候都是把鞋脱了。
370	1	操控＋外观＋舒适性＋性价比
371	1	空间，油耗，尾灯，有次晚上去吃烧烤，那老板直夸这全新帕萨特尾灯真的好看，b格满满，做工这方面也比日系还多了
372	1	货箱尺寸大，看了五菱，长安，就数小康的货箱尺寸大
373	0	外形方面在后窗、腰线、尾灯、雾灯等处设计不讨巧，个人不是特别喜欢，只能说一般般能接受吧，比起欧系、韩系等设计方面提升空间还很大。
374	0	小毛病不少，不是这事就是那事的
375	0	音响效果一般，内饰粗狂
376	1	乘坐空间宽敞，操控上手简单，油耗低。
377	0	没有天窗，遗憾没有天窗，加上天窗，这车拉风坏啦。
378	0	没有后防撞铜梁，已在tb买了一个，300元，找汽修店安装好了。加装了皮座，雾灯，换了铝轮。看起来高大上，足以媲美十几万的车。
379	0	远光灯不是led的不知道自己加装怎么样求同志还有隔音在国道路面上了100就有胎噪原车导航跟手机互联还要自己买hd高清线而且只能把手机映像过去就跟投影一样手刹一松就无法观看去只有停车有用鸡肋
380	1	配置齐全隔音好动力充沛！
381	1	要说最满意的就空间了，七坐车，空间大就没的说了，动力方面也可以，怎么说也是进口发动机，车子起步也给力，外形方面也可以，侧面看，前面看，都有一丝霸气，看着就一越野，底盘也高，跑山路挺好，
382	1	本来就是新手，从买车地方开到家附近，来回跑了两趟，只有一个感觉，好开！
383	1	油耗低，坐姿高，空间够大
384	0	车身太高轮毂太小不像国外17其它基本满意后备箱备胎位置没板还要自己弄这个比较不好
385	1	大灯造型。
386	0	内饰较为粗糙，没有行车电脑
387	1	各方面都挺满意的，毕竟定位就是a0级的小车嘛~配置挺丰富的，基本用不着自己再去加装什么东西了。车身小，停车转弯都方便。外观很可爱^3^，越看越喜欢~
388	1	省油，宽敞。耐看。
389	0	发动机声音太大了。
390	0	最不满意的还数大灯了，晚上亮度跟其他车一比简直差太远了，最后自己动手升级了一氙气大灯，晚上安全行车很重要，希望厂家重视！
391	0	购车迄今三个月，发现唯一的毛病就是右侧车窗偶尔存有异响，以及轮胎打死会有咯咯的响声，虽然声音不大，但是听起来很让人闹心
392	1	外观内饰漂亮，价格实在，驾驶轻松，带有车身稳定系统。
393	0	蓝牙连接不太稳定，没法用sd卡，还有大灯高度没法调节
394	0	这部车的封闭不是很好，减震器硬！
395	1	空间大！舒服！
396	0	听说直喷容易积碳，发动机娇贵保养贵，自动经典前置的天线宝宝，甚至连b柱都是白色的，橙色的仪表盘也不喜欢。当然这些我买车时都没主意，买车时只关注哥瑞帅气的前脸了。
397	0	油耗啊油耗，现在新车还看不出来，过了磨合期做了首保希望会有改善。
398	1	后备箱大，婴儿车不用折叠就直接放的下
399	0	空间,空间,还是空间,我指的空间是后排空间.为了外观,车辆重心等等原因而放弃了后排空间我认为是可以接受的,但是我这184的身高,我的后排仅仅可以做一个娇小的女孩子了.
400	0	就跟众多车主反映的一样后悬挂真心不行啊，走不好的路，颠簸明显。还有轮胎噪音偏大，
401	0	唉！车漆啊车漆，你怎么就那么薄啊！和公交蹭了一下，奶奶的，都看到塑料了，晕死，我心疼的不知咋办，媳妇儿倒是大气，没啥，修修得了。无语。再就是车门机盖超级薄啊！一按隔嘣一身，唉！
402	1	性价比高，做工、钣金工艺都不错。做点小生意买这车是不错的选择。
403	1	最满意就是性价比高外观大气配置高价格优惠力度比较大
404	1	1.4t当然好，贵2万啊，不差钱随便买，1.6家用够了，关键是省油，省心，城里开要啥推背感？
405	1	外观和性价比一流
406	1	性价比比价强这个价位能买个这样配置的不错了车开着暂时没有什么毛病
407	0	自己喜欢的车都还比较满意，不满意4s店买车后加推服务，如添加产品服务和保险等
408	1	皮实，性价比高
409	1	外观，特别是双色轮毂
410	0	手刹手刹。。。。而且手刹很松，不拉紧容易溜车。不到10天由于溜车导致前唇撞电线杆底座受伤了。
411	1	自动空调和自动灯光系统很智能，座椅的舒适性相当不错
412	0	右后方有异响，原因还美找到，扶手箱竟然是布的！！！平时上下班开这车感觉有点费油，还有移门被人拉得感觉不好，近30万的车，大灯竟然是卤素的，首次保养不免费的！
413	1	空间比较大
414	1	油耗很低，我一个新手在高速路的时候一般只用4升左右百公里，市内大概在6.8左右，综合油耗在6.4这样
415	0	内饰用料有点差，唉，大家都懂。
416	0	动力有一点点不足有时间到河边车都不能下去
417	0	不满意的就是车载多媒体，屏幕小像素差反应慢。
418	0	对于面包车来说成功汽车已经做的不错了，各方面还都能接受。
419	1	这边我是年轻人、只话说还是颜色。因为这个级别车子真的很少有这样的红色、看着喜欢。当初老妈问我颜色、我还是坚持喜欢红色、不要黑色的、太单一简单了。
420	0	1.前轮轮胎偏磨，做过三次四轮定位都没有解决。2.车在经过震的地方后排出现异响。3.可能我驾驶比较激烈，油耗很高5.6毛一公里吧。4.方向盘真的很重，原地调头特别吃力，我想不适合女的开。
421	0	非要鸡蛋里挑骨头的话就是自主品牌吧，保养也贵哦，半合成机油266，机油滤、汽油滤、工时费200、总共546毛爷爷啊，呵呵。
422	0	车子发动怠速时发动机旁边总是有像电磁阀的声音，嗤嗤声，很奇怪的声音，电话销售顾问说cvt车型都有，郁闷？！这就是我最最最不满意的地方，其他的我都可以包容。
423	0	手动豪华配的卤素近光灯实在太暗，这不是逼我开远光吗？！
424	1	油耗低，外观小巧灵活，性价比高。
425	0	内饰稍微有些差强人意，舒适性和视野也没有家里suv好，但是悬挂也基本能接受。对于跑车而言，算是很舒服了
426	0	最不满意的油耗，油耗有点偏高，他们公布的是7.4，我开出来要有8个，9个左右了。
427	0	拉点货80码车有点飘其他还真没有
428	1	空间大车头霸气
429	1	动力强劲。空间大，空调效果好。
430	0	可能新车的缘故？沙石大的车身啪啪响，受不了这声音，还有一档二档不好挂，特别是二档真难挂啊，倒档就不说了，几乎都得挂好几次，油耗可能因为我是新手，8.1！很高了
431	1	外观沉稳大气，内饰豪华，奔驰的牌子够了，对新手来说，360摄像头很实用，各种安全辅助，如并线辅助啥的，车很好上手。
432	1	最满意城市路面上的各种转弯，掉头。它的超控简直完美！至少在我自驾从湖南赶往海南，没有把我丢路上～有兴趣的朋友可以看下我的主贴
433	0	内饰材质一般，新车异味明显。
434	0	共振，怠速时共振大估计80%来自后桥，行驶中共振来自玻璃钢车顶，还好订车时亲自去厂里查看隔音止震，整体噪音在可接受范围内.
435	0	启停系统有时候太不智能化。
436	1	空间够大！乘坐舒适，适合一家人出游！车漆的硬度够强不易划伤
437	0	后备箱不敢说很小，但真的不大。要带大量东西出游的同志们可能要失望。
438	0	转弯方向打死车会有震动的感觉，难不成助力转向加了震动的效果？
439	0	车门车窗异响！还有就是起步调头转向的时候，方向盘很重。
440	0	提车时的嗡嗡声，实在受不了，但后来好了，真的好了骗人是小狗。说说期望吧1、来个日行灯2、门扶手处的皮太小了点，有点掉档次3驾驶室头顶要个把手作甚？换成遮阳或者眼镜盒多得？
441	1	油耗很低，目前1000多公里，市区和郊区差不多各走一半，综合油耗7.0，期望首保后能更低。
442	1	外部灯光照明系统，前led大灯与日行灯，后led刹车灯。启动车辆时led日行灯由蓝渐渐变白，帅的没谁了。
443	1	同价位空间大、外观不错、性价比高
444	0	油耗确实高，毕竟排量在哪里！
445	0	在上坡倒档老是熄火特别烦。
446	1	性价比一流，3.0l的排量，v6机头，超选4驱，非承载车身，2把差速锁，30万元以内劲畅是唯一选择
447	0	起步怎是一个“肉”字了得。
448	0	排量1.5l接个娃儿代步神马还行，但是要越野，排量还是有点小，玩不起来
449	0	油耗太高了，高区15以上，手动档不好，当初后悔没买自动档，1.5t的油耗市区稀杀悍马。
450	0	说说不满意的吧，内饰做工没有那么完美，毕竟10来万中大型的，对得起这个价格，还有就是座椅没有那么舒适，其他都还好。
451	1	性价比极高，小三第一大亮点
452	1	2.0t的s档还是挺不错的，十多万的车，一般使用足够了，用料十足，配色动感，电子功能操作方便，座椅加热通风实用，油耗可以接受，毕竟太堵，实际上外出高速油耗很低。
453	0	不满意的是小五隔音稍差，行驶中能听到发动机跟风噪，但也没论坛的朋友说的那么夸张，这点希望厂家有所改进…………别的没有…………
454	1	外形喜欢空间够大动力没你们说的那么差。价钱地道。合资车就是哄钱的。还是本地车实惠
455	1	空间外观性价比
456	0	包括自动启停在内的很多地方人为地造成极度不便，还不能关闭。
457	1	外观，内饰，油耗都相当值得点赞
458	0	还有一套二手的脚垫，桑塔纳的，好像也是30，用了好像不到一个礼拜，最后丢到家里阁楼了。
459	1	底盘调校的很好，很稳；四轮群独立悬架很舒服，走在修路的烂路上没有颠簸感；最主要的是配有esp（车身稳定系统），这是我看中这款车的主要理由之一；隔音做的很好，这个价位的车做到这种效果很不错。
460	1	外观、空间及满足自己需要的各种配置、智能互联系统、性价比高
461	0	中控占用空间太大，副驾驶座椅靠前都打不开手套箱，中央扶手箱的空间也很小，这一点应该学学本田。空间利用率有些低。还有做工有待加强，需要日系德系看齐。
462	0	其他都很喜欢，缺点就是蜡烛大灯不带透镜，后排没有出风口，要是这两点改善就完美了。
463	0	内饰比较粗糙，塑料管强
464	0	买车各种霸王条款，让你不爽，又不得不接受
465	0	就是空间小了一点点
466	1	外观和内饰，非常漂亮；空间也不错。
467	1	颜值赞一个，风火轮轮毂，全车身包围，180mm的离地间隙，都有suv的赶脚了，嘿嘿。轿车化底盘，全黑内饰坐着很舒服，再也不为长途烦恼了
468	0	一年后，驾驶室怠速共振比较大！115马力根本不够用！做工接缝哪里像下地20万的车！副驾驶靠背不能调！太陡，座一个小时腰会断的！离合器太高！但是离合点比较靠上，不用完全踩下去！
469	0	充电比较麻烦，没有专用的充电车位，性价比不高
470	1	车辆外观，内饰，通过性，提速，总之能想到的都好的不行
471	0	油耗有些高，新车要过了磨合期才能具体确定。
472	1	尾翼，无框门
473	0	挂倒档不好挂，有时候要挂档走下在挂倒档才行，后门上的刹车尾灯就是个装饰不亮
474	0	目前发现刹车有叫嚣声
475	0	i-link智能网联欠成熟，有些功能尚不完善，影响体验度
476	1	时尚的外观，还不错的性价比，全景天窗
477	1	本人是行业资深销售人员，选车良久，还是决定买大众，闲话少说，25周年速腾颜值还是令我最满意，多幅花式轮毂，高亮黑车顶与高亮黑外后视镜配合白色车身颜色鲜明，在路上与普通的速腾有很大的差异，显得更年轻了。
478	0	塑料感太强异味大
479	1	载重能力强
480	1	最满意还是空间吧，轴距在同级别车里面应该属于第一吧，加上价钱实惠，乞丐版比其他同级别的乞丐版的配置都要高，后轮碟刹，目前没几个合资品牌的车全部标配4轮碟刹啦。
481	0	轮胎噪音大、隔音效果稍差。机器起步声音稍大，也许和自动挡有些关系，和20几万的车没有可比性。低配车没有雾灯和电动后视镜，很败笔
482	1	空间很大，动力很足
483	1	外形外观超喜欢，中庸不平庸，时尚不媚俗，刚好适合四十左右的我们。接近完美的肌肉线条，相信一定会成为经典。期盼了好多年，喜欢就是喜欢，还需要理由吗！
484	0	油门延时太大，动力不足提速慢，避震偏硬
485	1	当然是外观
486	1	空间大，安全性高
487	1	空间大、通过性能满足我这里的山路。
488	1	空间不错车辆还有左右两边的盲区提示
489	1	空间大，燃油经济
490	0	右中门一直有异响～右中门关不到位～中控台也时不时有点响声～点烟器插孔放在手刹后面很鸡肋～车起步不给点大油门感觉要熄火～
491	0	动力还是小了点，超车比较吃力，速度上得慢，不过排量就这样了，无可挑剔，还有，买回来方向盘就不正，偏左了一点。离合器踏板左侧没有靠脚的很拘束，中控不太喜欢，车没转速表。
492	0	楼下第一点，空间！
493	1	中控打电话，听歌很方便，虽然没倒车影像
494	0	悬挂偏硬，尺寸偏小
495	0	后排座椅很难折叠，至今还没折叠成功过，听一位“前辈”说他是用棍子撬开的，多撬几次就好用了！因为是新车也没舍得试试！希望厂家能够改进一下设计!!!
496	1	1.外观，2.独立悬架，3.动力，4操控
497	1	配备了电动助力操控很灵敏油耗很满意。
498	1	车头！前脸！大气！车声高！配置高！
499	0	肯定是性价比比较低了，1.4t+dsg的组合，居然裸车接近20w，虽说是全新mqb平台的，但速派的性价比就是可以的……
500	1	外形漂亮，油耗比较低。开在路上回头率特高。我是个外观控，由外及内了解的cx4，最终成为马粉一员深感荣幸。
501	0	没有天窗，一直期待着新款能有天窗，结果还是没有，希望再出新车的时候能有个天窗
502	1	整体感觉非常好，而且这个动力性能不错，车子的行驶质感很好，非常紧凑扎实，高速跑起来完全没有松散感，这个底盘的调教也非常不错的。
503	0	车身长度对我这个新手来说稍微有点过长了，倒车的时候心总是慌慌的担心碰到。
504	1	基本的功能，包括内饰都不错，特别是360泊车影像，倒车入库，过窄弯防止剐蹭神器；当然也有缺点不要过分依赖，在其他中说明。
505	1	油耗、空间
506	1	无故障，出勤率高。
507	1	空间后排3人无压力，头部空间也可以本人175cm头部还有一拳
508	1	空间够大，继承了老奇骏的优良基因，油耗控制不错，整体满意
509	0	最不满意的话，应该是变数箱吧，降档没有那么迅速，大油门才会响应快点。不过比较喜欢大油门涡轮介入的那种推背感。
510	0	买了3年的浪迪，没有很大的毛病，没有更换过大的部件，只是觉得出厂的轮胎有一点窄，更换了16570r13的邓禄普轮胎之后吃胎没有了，加速行驶更加稳了。
511	0	动力1.5对这么大的车来说，只能说够用，如果动力能再足些就好了，另做工其实还有再提高的空间，我的车在走烂路的时侯有时候有异响。
512	1	低调的品牌，皮实耐用的品质。
513	0	降档不够平顺，低速行驶感觉车有点抖，远程控制经常网络异常，倒挡切d挡，倒车影像不能第一时间切换回来，这点差评
514	0	个别地方明显看到还是挺简单的，比如刹车油壶，按着忽忽悠悠的，晃动的厉害。中网有的塑料固定的也不好。机盖真的挺重的，都没个液压挺杆。。。
515	1	行驶平稳，动力够用，坐姿高，视野好。
516	0	油耗偏高，内饰档次有待提高。底盘悬挂偏软，无led远灯。
517	1	整体都比较满意。
518	0	异响，新车才1000公里，低速中控后面传来类似皮带震动的异响，听着好烦。来这让人不放心。
519	1	当然价格！！！这款车不足十万，而且配置很高，外形也好看，真的是很值！！
520	1	最满意就是空间了。一点也不拥挤,驾驶位置放到最后，后面仍然有一拳的距离本人171cm，后排地板纯平，中间做人也舒服。
521	1	乘坐空间够大，储物空间丰富，油耗较低高速6个油，市区7个油，内饰好看实用，方向低速轻盈，高速沉稳，安全配置丰富
522	1	座椅包围运动款只有这两个满意。提速不说嘘的真的跑不过人家啊！但是速度起来以后都一样。安全为主。
523	0	噪音太大，告诉行驶音响开得大大的
524	1	外形，绝对颜值高；另外豪华版各方面的配置还是很靠谱的。
525	0	没什么特别不满意的，可能是内饰做工需要更精细点吧！其他的都还好，我个人觉得，这款车在整个这个价位的市场里都算上品了。
526	0	买的时候也没有感觉车的内饰有问题，用了一段时间感觉它的很多地方做的不是很科技，郁闷。
527	0	行驶时的噪音。
528	1	小车提速很快，
529	0	中按比较老气，无亮点，最遗憾的是车窗没有一键升降功能
530	1	外观吸引了我的眼球！
531	0	1.内饰确实是比较朴实简洁，没有豪华感，好歹也是三十多万的车子啊！2.音响系统确实是比较简约，连碟机都没有，音响效果也差得很，只能说会响而已！3.智能化不够，没有四门一键升窗，锁车关窗等！
532	1	最满意的地方是操控性，并线超车过弯还是很顺畅必须点赞，底盘比较整，外观符合我的审美，中控仪表盘使用很方便，比某欧强很多。
533	0	底盘还是低了点，在城市道路上想开上马路牙子，也只能找高度低的牙子（别说什么占人行道不文明，你让我停哪？天上？青岛现在是5辆车抢一个合法停车位！）
534	0	胎噪太大了，上六十就大的不行不行的。后排空间确实不怎么样。
535	1	最喜欢它的旅行范，头顶上的行李架很配这车！超大的后备箱，给我以后回家装很多东西！
536	1	外观很靓丽很风骚，加速也挺快，满足了我对车辆的需求。市区开开是足够了，特别是一个人两个人的时候，车子比较轻，使用sport模式，加入比较快，反应灵敏。女朋友们都比较喜欢。
537	1	隔音好，动力不错开起来没有柴油车的声音
538	0	空调机噪音大，冷却风扇声音超大震动方向盘都在抖动。天气热的时候要不开空调，有点不舒适了。
539	1	动力强劲，只要舍得给油绝对不会让你失望，等红绿灯起步的时候，只要转速超过3000，提速刚刚的。
540	0	后悬挂非独立，坑洼地段真的很颠。改进一下大众座椅后背调节吧，别旋转了。很不方便，左手带表，转的空间又小了。
541	0	越野车你懂得
542	1	这车不看车标，绝对是一辆非常强悍漂亮的车。外形特酷，很喜欢，另外空间特好，拉点货非常实用！
543	0	内饰啊，和同级别的车比真的不占优势。当然，比轩逸强得多。还有不配esp总让人心里不舒服，虽然配了也估计没啥用。
544	1	比较懒，就仨字儿，性价比
545	1	跑高速真的很省油。从绍兴跑镇江，夏天开空调平均油耗只有4个（时速90~100km/h）
546	1	1.2万公里全程93中间无清零均速33实测平均油耗7.6
547	1	车子的外观，然后就是灯带式的日行灯，非常好看
548	1	前後雷達，前臉，空間，外觀，內飾…
549	0	后窗减配
550	0	低速松开油门有些顿挫感。是的顿!挫!感!座椅手动调的没有记忆很复古。
551	1	外观，看前面不像面包。
552	0	倒挡感觉有点难挂，离合踩到底要等2秒再挂才会好挂。
553	0	不满意的就是新车异味大，内饰材质不软，手感差~
554	0	开空调动力显弱，几万块钱的车也可以了。
555	0	质量，做工一般
556	1	宝骏310这车性价比较高，样子好看，后排空间大，是家庭用车的最佳选择。
557	0	如果非要说不满意，就是感觉座椅通风不是很给力。
558	0	内饰，相比价位实在是不上档次
559	1	外观，动力。
560	1	摩卡棕的外观颜色美观大气，空间大乘坐舒适性价比高，老产品性能成熟。
561	0	豪华版要是电动尾门就好了，宝沃的液压杆真的很硬而且高，关门很费劲！
562	1	舒适，科技感十足。车身大，有面子。
563	1	空间表现够用，外观时尚，自动最高配，天窗，真皮座椅很舒服，一键启动非常好用，倒车雷达也非常灵敏，底盘调教不错，减震很好。
564	1	08年10月的白色普桑，车况很好，价格3万
565	0	没有胎压监测的，后面空间没想象中大。。最不满意的是前面的蜡烛灯，夜晚开车还是小心点……
566	0	目前没有发现不满意的地方.默默关注v3很久了,终于出手.
567	1	乘坐空间很大，座椅特别舒服，尤其是第二排座椅，如果把第三排座椅收起来的话坐着实在太舒服了。
568	1	内是非常好。
569	0	低速行驶中松开油门或刹车会出现离合器顿卡（类似手动挡车辆低速时离合器松的太猛的感觉）
570	0	最不满意的是车子的做工，内饰方面有点硬，动力也稍微肉了一些。
571	0	低速挡的时候有时一顿一顿的
572	0	原车踏板，感觉没什么用，还容易弄脏裤子
573	0	暂时没有吧！非要说的话，后排舒适性略差，仅仅只是略差而已，个人感觉不像某些人说的那么夸张
574	0	导航不好用，搜索个街道都搜不到，公园也搜不到。
575	1	瑕不掩瑜，对我们工薪族家庭用车来说，vv不失为一部可以选择的好车！
576	1	动力强，虽然还在磨合期不敢深踩油门，等绿灯稍微踩到3000转还是能第一个冲出去。外观骚，尤其那个轮毂，百看不腻，外观也是蒙迪欧成为街车的最大原因
577	0	倒挡难挂，前三个挡位换挡的时候油门配合不好会出现异响。
578	0	油耗高，后背箱不够用啊
579	1	跑了10000公里，正常保养2次，油耗大概100块钱跑300公里5.08元/升，很满意。家人朋友坐过车后都对舒适性感到满意，我还没有机会坐到后排感受一下，一直都是在驾驶座勤勤恳恳的工作
580	1	内饰是面包中的精品，我在长安上哈飞上都感觉一样！
581	0	要说最不满意的一点，就是胎噪，过个坑坑洼洼噪音就出来了！
582	0	外观吧。很多朋友都说虎5的比例不是很协调，开始没怎么注意，后来发现从前部看还好，但从尾部看确实如此，太显瘦高，与当下主流的suv“矮胖”趋势有些大相径庭。底盘高了是好事儿，但是是否可以将宽度增加些。
583	0	新买的车子可能都有点味道
584	1	车子外观挺不错的
585	0	后排空间感差，顶棚黑色后窗开口小显得较压抑，不过也只是空间感差而已，实际空间还是绝对够用的。
586	1	动力不错，提速快。
587	0	配置太低了，简直就是丐中丐，但是如果只是家用足够使用
588	1	空间空间还是空间，外观也很符合我的审美！！
589	0	蓝牙电话，开车哪有不打电话的嘛，蓝牙用作钥匙了，这用来装逼不错，但蓝牙电话真的还是很适用的。只有买个蓝牙耳机来代替了。还是不方便呀。另外就是后座椅不能放倒。
590	1	小毛病很少，在当时卖的火，很多出租车都是用伊兰特，皮实耐操！
591	0	买车才開1千多公里時、屏幕常显示胎壓不足、現在一万多公里后又显示轮胎传感器故障、這一點很不明白？？中控台触屏反应慢、导航根本不行！倒车快慢不定！门的缝隙大！车灯有水霧！车漆比較薄！
592	1	五菱荣光s的外观在我眼里帅爆了，很多人不太认同，不过每个人的眼光不一样，现在看着我的荣光感觉比一些轿车还要耐看！
593	1	是辆家用的四轮车子
594	1	外观稳重大气，驾驶舒适，66号公路精神赋予其不同一般的内涵
595	0	就是a柱那里太影响视线，前档视线也偏高，个子低点的女生，有点不方便！后面需要加个靠背啥的
596	1	配置丰富，科技感极强
597	1	空间大、底盘高、2.5动力家用足够、四驱性能强劲、x模式让轻度越野更有底气。油耗不高。
598	0	精英版的内饰，真的是太普通了，内饰都是以塑料为主，座椅什么的都是普通织布，感觉很平庸，而且塑料的东西太多气味也会比较重，后面自己加装了皮套，方向盘套，与座椅套配色，看起来大气一点。
599	1	后备箱超大，前脸好看
600	0	五挡的时候，车的噪音就相对大一些，而且车的后部有异响
601	1	最满意的地方就是内饰做工，很有档次
602	1	他的内饰很精致
603	0	做工！做工！做工！引擎盖与翼子板的缝隙可以插进一根手指！。。。。。。。。织物座椅容易脏。。。。。。
604	1	外形不错很漂亮有种古典美动力强劲
605	0	起步肉了些，大些油门的话推背感还是有的，不过瞬时油耗看的心疼。家用的话也够了。
606	0	轮胎比较小，要是能还大一点的此车应该就更完美了！隔音效果不怎么好。
607	1	最满意的一点就是外观了，其实这个车除了外观和瑞纳没什么区别。
608	1	后备箱空间比较大，带倒车影像，有前驻车雷达，倒车的时候显示屏可以显示哪个雷达附近有障碍物，做的很人性化，很是喜欢。
609	1	外观内饰油耗做工等等,满意的地方很多
610	1	外观大气，配置丰富。360影视帮助很大。
611	0	开了3千多公里，我和老婆遇到过三四次起步情况下脚没有踩油门，但车子突然自动加速的情况，这绝对是非常严重的安全隐患！貌似论坛里也有其他车友提到过这个问题。
612	0	音响真心不行太垃圾习惯听音乐的朋友得需要改装了，自带导航不给力不好用很多地方都乱导，四速爱信变速箱再怎么调校搓顿感依然强烈，空调不给力制冷效果不好风力还行刹车有异响。
613	0	噪音非常大，无论是怠速噪音还是行驶中噪音，新车时还没感觉，现在快3w公里了，就让人很难接受了，长时间行驶都会造成耳鸣，并且影响情绪！并且发动机和变速箱还渗油
614	1	空间非常不错，在前排已经调整好位置，后排发现腿部空间非常充裕。本人身高174，驾驶位调整好位置后，后排膝盖与座椅还有2.5个拳头的距离。
615	1	提速快，拉风，赞。
616	1	性价比高！而且15款也更加人性化了一点！
617	0	全景天窗中间的大横梁，没车顶行李架，调校还是偏硬。
618	1	空间、发动机、油耗都很棒！
619	0	纯电模式续航里程保持50码速度可以跑30公里，50码以上20公里！
620	0	空间狭小。
621	0	我唯一不是很满意的地方就是座位，进第三排的时候要收起第二排的作为才能进去。如果是2+2+3的座位模式就好了，中间留个小通道，这样会方便很多。
622	1	这是我的第二部车，对于第一部只有几万元的车子来说，这是我无可挑剔的。坐在驾驶座上，大气！虽然只是个q3，但在别人看来我已经是个富婆了，哈哈哈！电子刹车和路途停车后能自动驻车给我方便了许多！
623	0	政策不行，又得强装，又得买保险，不过跟销售商量后便宜了许多。然后，16款多媒体屏幕竟然比15的小，外尺寸一样，但不是全屏的，不能触屏就算了，大小也缩水。
624	0	油耗较高，动力相对较弱，车身装配工艺不佳，异响严重，隐藏部位简配，偶有小毛病影响驾驶感受。
625	0	个人感觉高速行驶紧急刹车可能略次奥迪。
626	0	后排空间太压抑没全景天窗新款屁股很山寨在上路跟x4分不清
627	1	外观与后排直通后备箱小门，整车外观落落大方，极具个性，设计师功底深厚。后排直通后备箱的小门特方便，这两点最令人叹服。
628	0	会有些小问题，比如隔音不够好，有点吵；百万车没有无钥匙进入；改换模式，会影响舒适性，悬挂偏硬。
629	1	空间大，一家人出游完全没有问题，还能带上两个朋友
630	0	方向操控太差，回正力不足，而且比较沉，电子助力没见过这么沉的方向盘，论坛里有说是用了上一代飞度45a的转向电机，现在的飞度锋范都是60a的。
631	0	细节处理不好、座椅与整车空间不符、有点小了
632	1	外观、岔气大灯
633	1	外观和内饰真的很不错，性价比相对而言比较高，听说最近官方降价了5000大洋啊，可能为了迎接新视界版本的估计
634	1	发动机全铝.动力强劲，省油。操控性上手容易。
635	1	前后独立悬挂，操控给力，安全配置高。价格优惠！
636	0	没有遥控钥匙和abs有点无语了
637	0	上户的时候卡住了，上不上户，后面要加防护栏，这点我十分不了解，买车的时候他们隐瞒这点，找他们解决没解决，也不给护栏，坑人啊结果我自己安装了个护栏才上上户以后有买这个车的注意这点。
638	1	三大件，新车味道很小，空间够大，外观动感大气
